NAME,FOLLOWER,LIKE,DESCRIPTION,"TOTAL RETWEET",TOTAL_LIKE,TWEET
AlexisDicecco,8,5,"Add Me On Snapchat QueenLexi10💍😍",7,0,https://t.co/gjyZwysSCp
,,,,,,"RT @x_embrassemoi: Ain't no nigga perfect but if he trying I'll acknowledge the effort! 😌😛"
