NAME,FOLLOWER,LIKE,DESCRIPTION,"TOTAL RETWEET",TOTAL_LIKE,TWEET
xoayhai,13,23,,0,0,"Hãy cứ khát khao, hãy cứ dại khờ &lt;3"
